Game Name,Release Date,Price,Categories,User Tags,Developer,Publisher,Review Level,Review Detail
The Room Three,13-Nov-18,$5.99 ,"Adventure, Indie","Puzzle, Mystery, Adventure, Point & Click, Indie, Atmospheric, Singleplayer, Hidden Object, Lovecraftian, Horror, Dark, Story Rich, Psychological Horror, Multiple Endings, Escape Room, First-Person, 3D, Short, Multiplayer, Casual, +, ",Fireproof Games,Fireproof Games,Overwhelmingly Positive,"- 96% of the 11,058 user reviews for this game are positive."
Praey for the Gods,14-Dec-21,$29.99 ,"Action, Adventure, Indie, RPG","Adventure, 3D Platformer, Action-Adventure, Action, Female Protagonist, Exploration, Puzzle Platformer, Cinematic, Third Person, Mythology, Open World, Dark Fantasy, Atmospheric, Survival, Fantasy, Controller, Lore-Rich, Singleplayer, Indie, Soundtrack, +, ",No Matter Studios,No Matter Studios,Very Positive,"- 83% of the 2,282 user reviews for this game are positive."
Slime Rancher: Original Soundtrack,1-Aug-17,$9.99 ,"Action, Adventure, Indie, Simulation","Adventure, Action, Indie, Simulation, Soundtrack, +, ",Monomi Park,Monomi Park,Very Positive,- 92% of the 69 user reviews for this game are positive.
Berserk Boy,6-Mar-24,$20.00 ,"Action, Adventure, Indie","Action-Adventure, 2D, 2D Platformer, Cartoony, Arcade, Action, Fast-Paced, Colorful, Surreal, Platformer, Adventure, Singleplayer, Puzzle Platformer, Beat 'em up, Exploration, Anime, Indie, Retro, Pixel Graphics, Side Scroller, +, ",BerserkBoy Games,BerserkBoy Games,Very Positive,- 91% of the 229 user reviews for this game are positive.
Aragami,4-Oct-16,$19.99 ,"Action, Adventure, Indie","Stealth, Ninja, Assassin, Action, Co-op, Indie, Adventure, Multiplayer, Third Person, Singleplayer, Anime, Great Soundtrack, Atmospheric, Online Co-Op, Magic, Blood, Strategy, Violent, Open World, Gore, +, ",Lince Works,Lince Works,Very Positive,"- 90% of the 9,884 user reviews for this game are positive."
CAPTURED,15-Oct-24,$6.45 ,"Action, Indie","Psychological Horror, Atmospheric, Horror, Exploration, Immersive Sim, Hidden Object, Puzzle, Action-Adventure, First-Person, Surreal, Procedural Generation, Action, Dark Humor, Realistic, Mystery, Psychological, Survival Horror, 1990's, Escape Room, Singleplayer, +, ",Puck Redflix,Puck Games,Very Positive,- 97% of the 164 user reviews for this game are positive.
Romancing SaGa -Minstrel Song- Remastered,1-Dec-22,$24.99 ,RPG,"RPG, Turn-Based, JRPG, Female Protagonist, 3D, Turn-Based Combat, Multiple Endings, Story Rich, Anime, Fantasy, Singleplayer, Drama, Remake, Soundtrack, +, ",Square Enix,Square Enix,Very Positive,- 89% of the 237 user reviews for this game are positive.
Forza Horizon 5 Italian Exotics Car Pack,15-Aug-23,$9.99 ,"Action, Adventure, Racing, Simulation, Sports","Action, Adventure, Simulation, Racing, Sports, +, ",Playground Games,Xbox Game Studios,Mostly Negative,- 27% of the 724 user reviews for this game are positive.
Capcom Fighting Collection,23-Jun-22,$39.99 ,Action,"Action, 2D Fighter, Arcade, Puzzle, Fighting, 2D, 1990's, Pixel Graphics, PvP, Multiplayer, Singleplayer, Retro, Classic, Anime, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Very Positive,- 90% of the 655 user reviews for this game are positive.
DeadPoly,12-Jan-22,$9.99 ,"Action, Adventure, Casual, Massively Multiplayer, Early Access","Survival, Zombies, Open World, Open World Survival Craft, Multiplayer, Post-apocalyptic, Online Co-Op, Third-Person Shooter, Singleplayer, PvP, Loot, PvE, Action, Crafting, Sandbox, Base Building, Building, Looter Shooter, Shooter, Early Access, +, ",TFL Games,TFL Games,Mostly Positive,"- 78% of the 4,344 user reviews for this game are positive."
Warlord: Britannia,24-May-22,$19.99 ,"Action, Adventure, Indie, Strategy","Open World, Strategy, Base Building, Rome, Historical, Indie, First-Person, Action, Adventure, Sandbox, 3D, Combat, Singleplayer, Resource Management, Atmospheric, Stylized, +, ",Darkmatter Games,Darkmatter Games,Very Positive,"- 89% of the 1,598 user reviews for this game are positive."
Impostor Factory,30-Sep-21,$9.99 ,"Adventure, Casual, Indie, RPG","Story Rich, Emotional, Pixel Graphics, Adventure, RPG, 2D, Singleplayer, Top-Down, Atmospheric, Psychological Horror, Comedy, Mystery, Interactive Fiction, Narrative, Lovecraftian, Linear, Cute, Funny, Retro, JRPG, +, ",Freebird Games,Freebird Games,Overwhelmingly Positive,"- 95% of the 10,518 user reviews for this game are positive."
Nancy Drew®: Trail of the Twister,29-Jun-10,$14.99 ,Adventure,"Adventure, Point & Click, Puzzle, Family Friendly, Detective, Female Protagonist, Mouse only, Drama, 2.5D, Classic, Story Rich, Great Soundtrack, Funny, Atmospheric, Exploration, Casual, Based On A Novel, Visual Novel, 2D, Retro, +, ",HeR Interactive,HeR Interactive,Mixed,- 67% of the 134 user reviews for this game are positive.
RKGK / Rakugaki,22-May-24,$19.99 ,"Action, Adventure, Indie","Action, Adventure, Indie, Singleplayer, Atmospheric, Third Person, Anime, Platformer, Female Protagonist, Parkour, Fast-Paced, Robots, Futuristic, Controller, Colorful, Dystopian, 3D Platformer, Stylized, 3D, Music, +, ",Wabisabi Games,Wabisabi Games,Mostly Positive,- 74% of the 146 user reviews for this game are positive.
Sniper Elite 5 : Concealed Target Weapon and Skin Pack,13-Sep-22,$9.99 ,"Action, Adventure","Action, Adventure, Gore, Violent, +, ",Rebellion,Rebellion,Mixed,- 45% of the 85 user reviews for this game are positive.
Forza Horizon 5 Fast X Car Pack,5-Dec-23,$9.99 ,"Action, Adventure, Racing, Simulation, Sports","Racing, Open World, Driving, Multiplayer, Adventure, Simulation, Automobile Sim, Realistic, Exploration, Sports, Arcade, First-Person, Atmospheric, Action, Co-op, PvP, Online Co-Op, Singleplayer, Beautiful, Third Person, +, ",Playground Games,Xbox Game Studios,Mostly Negative,- 28% of the 277 user reviews for this game are positive.
Disney Infinity 2.0: Gold Edition,9-Dec-16,$29.99 ,"Action, Adventure","Action, Adventure, Sandbox, Open World, Multiplayer, Superhero, Family Friendly, +, ",Avalanche Software,Disney,Very Positive,- 91% of the 312 user reviews for this game are positive.
Unit Pack - Hearts of Iron IV: Eastern Front Planes,3-Jun-21,$5.99 ,"Simulation, Strategy","Strategy, Simulation, Action, Grand Strategy, RTS, Sandbox, Alternate History, Diplomacy, Historical, Military, Tactical, War, World War II, Open World, Co-op, Multiplayer, Singleplayer, Casual, Real-Time with Pause, +, ",Paradox Development Studio,Paradox Interactive,Mixed,- 56% of the 238 user reviews for this game are positive.
The Oregon Trail — Cowboys and Critters DLC,25-Apr-23,$4.99 ,"Adventure, Casual","Adventure, Casual, Education, +, ",Gameloft,Gameloft,3 user reviews,#NAME?
Quake 4,18-Oct-05,$14.99 ,Action,"FPS, Action, Shooter, Sci-fi, Gore, Horror, Singleplayer, Multiplayer, Classic, First-Person, Fast-Paced, Dark, Atmospheric, Arena Shooter, Violent, Aliens, Adventure, Boomer Shooter, Moddable, Retro, +, ",RavenSoft,Bethesda Softworks,Very Positive,"- 87% of the 2,553 user reviews for this game are positive."
Nexomon: Extinction,28-Aug-20,$19.99 ,"Action, Adventure, Casual, Indie, RPG, Simulation","Creature Collector, Turn-Based Combat, RPG, Casual, Top-Down, Funny, Singleplayer, Adventure, Colorful, Family Friendly, Simulation, Indie, Action, Exploration, Anime, Arcade, Cute, Story Rich, Comedy, JRPG, +, ",VEWO Interactive Inc.,PQube,Very Positive,"- 92% of the 2,652 user reviews for this game are positive."
AdventureQuest 3D,28-Oct-22,Free To Play,"Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG","MMORPG, Exploration, Hack and Slash, Parkour, PvE, PvP, 3D, Action RPG, Action-Adventure, Character Customization, RPG, Third Person, Dragons, Funny, Open World, Story Rich, Casual, Fantasy, Anime, Action, +, ","Artix Entertainment, LLC","Artix Entertainment, LLC",Very Positive,"- 81% of the 9,095 user reviews for this game are positive."
Clash: Artifacts of Chaos,9-Mar-23,$29.99 ,"Action, Adventure, Indie","Action, Adventure, RPG, Singleplayer, Souls-like, Action RPG, Atmospheric, Third Person, Story Rich, Fantasy, Exploration, Surreal, Indie, Soundtrack, Combat, Action-Adventure, Colorful, Martial Arts, Stylized, Beat 'em up, +, ",ACE Team,Nacon,Very Positive,- 93% of the 732 user reviews for this game are positive.
Retro Gadgets,30-Nov-22,$19.99 ,"Simulation, Early Access","Early Access, Puzzle, Logic, Programming, Automation, Simulation, Difficult, Electronic, Retro, Building, 1990's, Education, Typing, 1980s, Singleplayer, 2D, Sandbox, Coding, Game Development, Hacking, +, ",Licorice ehf,Licorice ehf,Very Positive,- 94% of the 363 user reviews for this game are positive.
Hextech Mayhem: A League of Legends Story™,16-Nov-21,$9.99 ,"Action, Indie","Music, Rhythm, Runner, Cartoony, Singleplayer, Action, Platformer, Indie, Difficult, Arcade, Side Scroller, 2.5D, Funny, Destruction, Controller, +, ",Choice Provisions,Riot Forge,Very Positive,"- 80% of the 2,179 user reviews for this game are positive."
Five Nights at Freddy's: Sister Location,7-Oct-16,$7.99 ,"Action, Indie, Simulation","Horror, Survival Horror, Singleplayer, Robots, First-Person, Dark, Difficult, Survival, Strategy, Indie, Story Rich, Mystery, Psychological Horror, Atmospheric, Simulation, Lore-Rich, Memes, Funny, Adventure, Gore, +, ",Scott Cawthon,Scott Cawthon,Very Positive,"- 91% of the 10,364 user reviews for this game are positive."
Death end re;Quest 2,18-Aug-20,$39.99 ,"Action, Adventure, RPG","RPG, Action, Adventure, Anime, JRPG, Female Protagonist, Gore, Horror, Psychological Horror, Violent, Turn-Based Combat, Turn-Based, Sexual Content, Visual Novel, Singleplayer, Dark Fantasy, Fantasy, Nudity, Story Rich, LGBTQ+, +, ",Idea Factory,Idea Factory International,Mixed,- 67% of the 301 user reviews for this game are positive.
Beltmatic,29-Mar-24,$6.99 ,"Casual, Indie, Simulation, Strategy","Automation, Casual, Base Building, Sandbox, Resource Management, Simulation, Strategy, Crafting, Idler, 2D, Minimalist, Abstract, Top-Down, Building, Family Friendly, Relaxing, Indie, Open World, Singleplayer, +, ",Notional Games,Notional Games,Very Positive,- 94% of the 969 user reviews for this game are positive.
ICBM,17-Nov-20,$19.99 ,Strategy,"RTS, Cold War, Military, Destruction, Real Time Tactics, Strategy, War, Outbreak Sim, PvP, Tactical, Submarine, Artificial Intelligence, Moddable, Time Manipulation, Base Building, Naval Combat, Minimalist, Flight, Political, Naval, +, ",SoftWarWare,Slitherine Ltd.,Very Positive,"- 92% of the 1,527 user reviews for this game are positive."
The Sims™ 4 Backyard Stuff,19-Jul-16,$9.99 ,Simulation,"Simulation, Immersive Sim, God Game, Base Building, Management, Character Customization, Adventure, Dating Sim, Choose Your Own Adventure, +, ",Maxis,Electronic Arts,Mixed,- 42% of the 35 user reviews for this game are positive.
Bad North: Jotunn Edition,16-Nov-18,$14.99 ,"Action, Indie, Simulation","Wargame, Vikings, Tower Defense, Real Time Tactics, Survival, Action Roguelike, Minimalist, RTS, War, Auto Battler, Combat, Roguelike, Stylized, Roguelite, Strategy, Fighting, Blood, Cute, Tactical, Simulation, +, ",Plausible Concept,Raw Fury,Very Positive,"- 93% of the 9,493 user reviews for this game are positive."
Pikuniku,24-Jan-19,$12.99 ,"Action, Adventure, Casual, Indie","Indie, Adventure, Casual, Puzzle, Cute, Multiplayer, Co-op, Funny, Action, 2D, Platformer, Family Friendly, Local Co-Op, Comedy, Great Soundtrack, Singleplayer, Colorful, Puzzle Platformer, Dystopian, Exploration, +, ",Arnaud De Bock,Devolver Digital,Overwhelmingly Positive,"- 96% of the 7,938 user reviews for this game are positive."
Move or Die,21-Jan-16,$14.99 ,"Action, Indie","Multiplayer, Funny, Local Multiplayer, Action, Fast-Paced, 2D, 4 Player Local, Indie, Online Co-Op, Platformer, Casual, Competitive, Co-op, Local Co-Op, Arcade, Great Soundtrack, Memes, Party Game, Singleplayer, Party, +, ",Xelu,Those Awesome Guys,Very Positive,"- 90% of the 16,335 user reviews for this game are positive."
Saints Row 2,28-Jan-09,$9.99 ,Action,"Open World, Action, Character Customization, Sandbox, Third-Person Shooter, Comedy, Co-op, Crime, Third Person, Singleplayer, Online Co-Op, Multiplayer, Funny, Shooter, Co-op Campaign, Great Soundtrack, Replay Value, Female Protagonist, Moddable, Adventure, +, ",Volition,Deep Silver,Mostly Positive,"- 74% of the 11,469 user reviews for this game are positive."
MOBILE SUIT GUNDAM BATTLE OPERATION 2 - Value Token Pack Volume 7,20-Nov-24,$14.99 ,"Action, Free To Play","Action, Robots, Mechs, PvP, Third-Person Shooter, Team-Based, Free to Play, Shooter, Multiplayer, 3D, Military, Tactical, Character Customization, PvE, Singleplayer, Co-op, Third Person, Anime, Casual, Psychological Horror, +, ","B.B.STUDIO CO.,LTD.",Bandai Namco Entertainment Inc.,No user reviews,No user reviews
Duke Nukem 3D: 20th Anniversary World Tour,11-Oct-16,$19.99 ,"Action, Adventure","FPS, Classic, Action, Gore, 1990's, First-Person, Retro, Shooter, Boomer Shooter, Adventure, Singleplayer, Funny, Nudity, Multiplayer, Aliens, Comedy, Great Soundtrack, Co-op, Remake, Memes, +, ","Nerve Software, Gearbox Software, LLC",Gearbox Publishing,Very Positive,"- 85% of the 4,299 user reviews for this game are positive."
Death and Taxes,20-Feb-20,$12.99 ,"Adventure, Casual, Indie, Simulation, Strategy","Story Rich, Simulation, Choices Matter, Point & Click, Strategy, Multiple Endings, Choose Your Own Adventure, Puzzle, Replay Value, Casual, Interactive Fiction, Dark Comedy, Narrative, Adventure, Atmospheric, Indie, 2D, Conversation, Character Customization, Singleplayer, +, ",Placeholder Gameworks,Placeholder Gameworks,Very Positive,"- 87% of the 5,674 user reviews for this game are positive."
Assassin’s CreedⓇ Odyssey - The Fate of Atlantis,23-Apr-19,$24.99 ,"Action, Adventure, RPG","Action, Adventure, RPG, +, ",Ubisoft Quebec,Ubisoft Quebec,Mixed,"- 67% of the 1,377 user reviews for this game are positive."
Love Is All Around,17-Oct-23,$9.99 ,"Adventure, Indie, RPG, Simulation, Strategy","Dating Sim, Singleplayer, Sexual Content, FMV, Visual Novel, Romance, First-Person, Multiple Endings, Choices Matter, Interactive Fiction, Story Rich, Immersive Sim, RPG, Choose Your Own Adventure, Emotional, Female Protagonist, Drama, Relaxing, Simulation, Multiplayer, +, ",intiny,intiny,Very Positive,"- 93% of the 35,362 user reviews for this game are positive."
The Unfinished Swan,10-Sep-20,$14.99 ,"Adventure, Indie","Puzzle, Adventure, Indie, Exploration, Puzzle Platformer, Surreal, Minimalist, First-Person, Casual, Mystery, Walking Simulator, Singleplayer, Story Rich, Atmospheric, Beautiful, 3D, Stylized, Narrative, Great Soundtrack, Music, +, ",Giant Sparrow,Annapurna Interactive,Very Positive,"- 84% of the 1,496 user reviews for this game are positive."
Battle Brothers - Beasts & Exploration,29-Nov-18,$9.99 ,"Indie, RPG, Strategy","Strategy, Indie, RPG, +, ",Overhype Studios,Overhype Studios,Very Positive,- 85% of the 349 user reviews for this game are positive.
Ray’z Arcade Chronology,25-Sep-23,$49.99 ,Action,"Shoot 'Em Up, Action, Shooter, Sci-fi, Female Protagonist, 2.5D, Singleplayer, Multiplayer, Local Multiplayer, Local Co-Op, 3D, Arcade, Retro, +, ","M2 Co.,LTD",TAITO CORP.,Very Positive,- 91% of the 62 user reviews for this game are positive.
Trivia Tricks,8-Oct-24,$14.99 ,"Casual, Strategy","Comedy, Colorful, Trivia, Multiplayer, Cartoon, Co-op, PvE, Casual, Team-Based, Strategy, Education, Puzzle, Family Friendly, Funny, Cute, 3D, Character Customization, Party, Anime, Relaxing, +, ",3-Tricks,3-Tricks,Very Positive,- 93% of the 162 user reviews for this game are positive.
Slave Zero X,21-Feb-24,$24.99 ,Action,"Spectacle fighter, Hack and Slash, Beat 'em up, Cyberpunk, 2D Platformer, Horror, Ninja, Mechs, Dystopian, Post-apocalyptic, Alternate History, Dark, 2.5D, Pixel Graphics, Action, Futuristic, Retro, Combat, Singleplayer, Arcade, +, ",Poppy Works,Ziggurat,Very Positive,- 80% of the 270 user reviews for this game are positive.
Golf With Your Friends - Peaceful Pines Course,12-Sep-23,$8.99 ,"Casual, Indie, Sports","Indie, Casual, Sports, +, ",Blacklight Interactive,Team17,Mostly Negative,- 30% of the 75 user reviews for this game are positive.
Bomb Rush Cyberfunk DLC - Base & Jay,18-Aug-23,$4.99 ,"Action, Adventure, Indie","Action, Adventure, Indie, +, ",Team Reptile,Team Reptile,Very Positive,- 89% of the 109 user reviews for this game are positive.
Plan B: Terraform,15-Feb-23,$13.99 ,"Indie, Simulation, Strategy, Early Access","Early Access, Resource Management, Transportation, Simulation, Sandbox, Automation, Trains, Base Building, Colony Sim, Colorful, Management, Hex Grid, Minimalist, Mars, Crafting, Strategy, Indie, Building, Procedural Generation, Cute, +, ",Gaddy Games,Gaddy Games,Very Positive,"- 91% of the 2,185 user reviews for this game are positive."
UBOAT - Supporter Pack,2-Aug-24,$5.99 ,"Action, Indie, Simulation, Strategy","Action, Indie, Simulation, Strategy, +, ",Deep Water Studio,PlayWay S.A.,Very Positive,- 97% of the 205 user reviews for this game are positive.
